day_end;start_time;day_of_the_week;domicile;region
Weekday;NA;Wednesday;NA;Central East
Weekday;07:10:00;Tuesday;At home;Central East
Weekday;07:10:00;Tuesday;At home;Central East
Weekday;NA;Monday;NA;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;09:00:00;Monday;Out of home;Central East
Weekday;09:00:00;Monday;Out of home;Central East
Weekday;09:00:00;Monday;Out of home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekday;09:00:00;Wednesday;Out of home;Central East
Weekday;09:00:00;Wednesday;Out of home;Central East
Weekend;09:00:00;Saturday;At home;Central East
Weekend;09:00:00;Saturday;At home;Central East
Weekend;09:00:00;Saturday;At home;Central East
Weekend;09:00:00;Saturday;At home;Central East
Weekend;09:00:00;Saturday;At home;Central East
Weekday;06:00:00;Friday;At home;Central East
Weekday;05:00:00;Friday;Out of home;Central East
Weekday;05:00:00;Friday;Out of home;Central East
Weekday;05:00:00;Friday;Out of home;Central East
Weekday;05:00:00;Friday;Out of home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Center
Weekend;07:30:00;Sunday;At home;Center
Weekend;07:30:00;Sunday;At home;Center
Weekday;08:00:00;Monday;At home;Center
Weekday;08:00:00;Friday;At home;Center
Weekday;08:00:00;Friday;At home;Center
Weekday;08:00:00;Friday;At home;Center
Weekday;08:00:00;Monday;At home;Center
Weekday;08:00:00;Monday;At home;Center
Weekday;08:00:00;Monday;At home;Center
Weekend;07:45:00;Sunday;At home;Center
Weekend;07:45:00;Sunday;At home;Center
Weekend;07:45:00;Sunday;At home;Center
Weekday;09:10:00;Friday;At home;Southeast
Weekday;09:10:00;Friday;At home;Southeast
Weekday;09:10:00;Friday;At home;Southeast
Weekday;09:10:00;Friday;At home;Southeast
Weekday;09:10:00;Friday;At home;Southeast
Weekday;09:00:00;Thursday;At home;Southeast
Weekday;09:00:00;Thursday;At home;Southeast
Weekday;09:00:00;Thursday;At home;Southeast
Weekday;09:00:00;Thursday;At home;Southeast
Weekend;09:00:00;Sunday;At home;Southeast
Weekend;09:00:00;Sunday;At home;Southeast
Weekend;09:00:00;Sunday;At home;Southeast
Weekend;09:15:00;Sunday;At home;Southeast
Weekend;09:15:00;Sunday;At home;Southeast
Weekend;09:15:00;Sunday;At home;Southeast
Weekday;04:50:00;Thursday;At home;Southeast
Weekday;04:50:00;Thursday;At home;Southeast
Weekday;09:45:00;Monday;At home;Southeast
Weekday;09:45:00;Monday;At home;Southeast
Weekday;09:45:00;Monday;At home;Southeast
Weekday;09:45:00;Monday;At home;Southeast
Weekday;09:45:00;Monday;At home;Southeast
Weekday;07:50:00;Monday;At home;Southeast
Weekday;07:50:00;Monday;At home;Southeast
Weekday;07:50:00;Monday;At home;Southeast
Weekday;07:50:00;Monday;At home;Southeast
Weekday;07:50:00;Monday;At home;Southeast
Weekday;07:50:00;Monday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekday;08:00:00;Wednesday;At home;Southeast
Weekday;08:00:00;Wednesday;At home;Southeast
Weekday;08:00:00;Wednesday;At home;Southeast
Weekday;08:00:00;Wednesday;At home;Southeast
Weekday;10:00:00;Monday;At home;Southeast
Weekend;09:00:00;Saturday;At home;Southeast
Weekend;09:00:00;Saturday;At home;Southeast
Weekday;05:35:00;Wednesday;At home;Southeast
Weekday;05:35:00;Wednesday;At home;Southeast
Weekend;13:30:00;Saturday;At home;Southeast
Weekend;13:30:00;Saturday;At home;Southeast
Weekend;13:30:00;Saturday;At home;Southeast
Weekend;13:30:00;Saturday;At home;Southeast
Weekend;13:30:00;Saturday;At home;Southeast
Weekend;13:30:00;Saturday;At home;Southeast
Weekend;13:30:00;Saturday;At home;Southeast
Weekend;10:05:00;Saturday;At home;Southeast
Weekend;10:05:00;Saturday;At home;Southeast
Weekend;10:05:00;Saturday;At home;Southeast
Weekend;10:05:00;Saturday;At home;Southeast
Weekday;09:10:00;Thursday;At home;Southeast
Weekday;09:10:00;Thursday;At home;Southeast
Weekend;07:30:00;Saturday;At home;Southeast
Weekend;07:30:00;Saturday;At home;Southeast
Weekend;07:30:00;Saturday;At home;Southeast
Weekend;07:30:00;Saturday;At home;Southeast
Weekend;07:30:00;Saturday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekday;07:10:00;Friday;At home;Southeast
Weekday;07:10:00;Friday;At home;Southeast
Weekday;07:10:00;Friday;At home;Southeast
Weekday;07:10:00;Friday;At home;Southeast
Weekday;07:10:00;Friday;At home;Southeast
Weekday;08:15:00;Monday;At home;Southeast
Weekday;08:15:00;Monday;At home;Southeast
Weekday;08:15:00;Monday;At home;Southeast
Weekday;08:15:00;Monday;At home;Southeast
Weekday;08:15:00;Monday;At home;Southeast
Weekday;08:15:00;Monday;At home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekend;08:00:00;Saturday;Out of home;Southeast
Weekday;08:00:00;Tuesday;At home;Southeast
Weekday;08:00:00;Tuesday;At home;Southeast
Weekday;08:00:00;Tuesday;At home;Southeast
Weekday;08:00:00;Tuesday;At home;Southeast
Weekday;08:00:00;Tuesday;At home;Southeast
Weekday;08:00:00;Tuesday;At home;Southeast
Weekday;08:30:00;Thursday;At home;Southeast
Weekday;08:30:00;Thursday;At home;Southeast
Weekday;08:30:00;Thursday;At home;Southeast
Weekday;08:30:00;Thursday;At home;Southeast
Weekday;08:10:00;Friday;At home;Southeast
Weekday;08:10:00;Friday;At home;Southeast
Weekday;08:10:00;Friday;At home;Southeast
Weekday;08:10:00;Friday;At home;Southeast
Weekend;08:10:00;Saturday;At home;Southeast
Weekend;08:10:00;Saturday;At home;Southeast
Weekend;08:10:00;Saturday;At home;Southeast
Weekend;08:10:00;Saturday;At home;Southeast
Weekday;08:00:00;Monday;At home;Southeast
Weekday;08:00:00;Monday;At home;Southeast
Weekday;09:15:00;Tuesday;Out of home;Southeast
Weekend;09:15:00;Sunday;At home;Southeast
Weekend;09:15:00;Sunday;At home;Southeast
Weekday;08:00:00;Monday;At home;Central East
Weekday;08:00:00;Monday;At home;Central East
Weekday;08:00:00;Monday;At home;Central East
Weekday;08:00:00;Monday;At home;Central East
Weekday;08:00:00;Monday;At home;Central East
Weekday;08:00:00;Monday;At home;Central East
Weekend;08:15:00;Sunday;At home;Central East
Weekend;08:15:00;Sunday;At home;Central East
Weekend;08:15:00;Sunday;At home;Central East
Weekend;08:15:00;Sunday;At home;Central East
Weekend;08:15:00;Sunday;At home;Central East
Weekday;07:35:00;Monday;At home;Central East
Weekday;07:35:00;Monday;At home;Central East
Weekday;07:35:00;Monday;At home;Central East
Weekday;07:35:00;Monday;At home;Central East
Weekday;07:35:00;Monday;At home;Central East
Weekday;07:35:00;Monday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:00:00;Friday;At home;Central East
Weekday;07:00:00;Friday;At home;Central East
Weekday;07:00:00;Friday;At home;Central East
Weekday;07:00:00;Friday;At home;Central East
Weekday;07:00:00;Friday;At home;Central East
Weekday;07:20:00;Monday;At home;Southwest
Weekday;07:20:00;Monday;At home;Southwest
Weekday;07:20:00;Monday;At home;Southwest
Weekday;07:30:00;Thursday;At home;Southwest
Weekday;07:30:00;Thursday;At home;Southwest
Weekday;07:30:00;Thursday;At home;Southwest
Weekend;07:30:00;Sunday;At home;Southwest
Weekend;07:30:00;Sunday;At home;Southwest
Weekend;07:30:00;Sunday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekend;07:15:00;Saturday;At home;Southwest
Weekend;07:15:00;Saturday;At home;Southwest
Weekend;07:15:00;Saturday;At home;Southwest
Weekend;07:15:00;Saturday;At home;Southwest
Weekend;07:15:00;Saturday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekday;09:00:00;Thursday;At home;Southwest
Weekday;09:00:00;Thursday;At home;Southwest
Weekday;09:00:00;Thursday;At home;Southwest
Weekday;09:00:00;Thursday;At home;Southwest
Weekday;09:00:00;Thursday;At home;Southwest
Weekday;09:00:00;Thursday;At home;Southwest
Weekday;09:00:00;Thursday;At home;Southwest
Weekday;09:00:00;Thursday;At home;Southwest
Weekday;07:30:00;Wednesday;Out of home;Southwest
Weekday;07:30:00;Wednesday;Out of home;Southwest
Weekday;07:30:00;Wednesday;Out of home;Southwest
Weekday;07:30:00;Wednesday;Out of home;Southwest
Weekend;06:30:00;Saturday;At home;Southwest
Weekend;06:30:00;Saturday;At home;Southwest
Weekend;06:30:00;Saturday;At home;Southwest
Weekend;06:30:00;Saturday;At home;Southwest
Weekday;06:45:00;Monday;At home;Southwest
Weekday;06:45:00;Monday;At home;Southwest
Weekday;06:45:00;Monday;At home;Southwest
Weekday;06:45:00;Monday;At home;Southwest
Weekday;06:30:00;Friday;At home;Southwest
Weekday;06:30:00;Friday;At home;Southwest
Weekday;06:30:00;Friday;At home;Southwest
Weekday;06:30:00;Friday;At home;Southwest
Weekday;09:15:00;Monday;At home;Southwest
Weekday;09:15:00;Monday;At home;Southwest
Weekday;09:15:00;Monday;At home;Southwest
Weekday;09:15:00;Monday;At home;Southwest
Weekday;09:15:00;Monday;At home;Southwest
Weekday;09:15:00;Monday;At home;Southwest
Weekend;09:15:00;Saturday;At home;Southwest
Weekend;09:15:00;Saturday;At home;Southwest
Weekend;09:15:00;Saturday;At home;Southwest
Weekend;09:15:00;Saturday;At home;Southwest
Weekend;09:15:00;Saturday;At home;Southwest
Weekday;09:15:00;Friday;At home;Southwest
Weekday;09:15:00;Friday;At home;Southwest
Weekday;09:15:00;Friday;At home;Southwest
Weekday;09:15:00;Friday;At home;Southwest
Weekday;09:15:00;Friday;At home;Southwest
Weekday;07:30:00;Monday;At home;Southwest
Weekday;07:30:00;Monday;At home;Southwest
Weekday;07:30:00;Monday;At home;Southwest
Weekday;07:30:00;Monday;At home;Southwest
Weekday;06:00:00;Friday;At home;Southwest
Weekday;06:00:00;Friday;At home;Southwest
Weekday;06:00:00;Friday;At home;Southwest
Weekday;06:00:00;Friday;At home;Southwest
Weekend;07:30:00;Saturday;At home;Southwest
Weekend;07:30:00;Saturday;At home;Southwest
Weekend;07:30:00;Saturday;At home;Southwest
Weekend;07:30:00;Saturday;At home;Southwest
Weekday;07:15:00;Thursday;At home;Southwest
Weekday;07:15:00;Thursday;At home;Southwest
Weekday;07:15:00;Thursday;At home;Southwest
Weekday;07:15:00;Thursday;At home;Southwest
Weekday;07:15:00;Thursday;At home;Southwest
Weekday;07:15:00;Thursday;At home;Southwest
Weekday;07:15:00;Thursday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekday;04:30:00;Thursday;At home;Southeast
Weekday;04:30:00;Thursday;At home;Southeast
Weekday;04:30:00;Thursday;At home;Southeast
Weekday;04:30:00;Thursday;At home;Southeast
Weekday;04:30:00;Thursday;At home;Southeast
Weekday;NA;Friday;NA;Southeast
Weekend;10:30:00;Sunday;At home;Southeast
Weekend;10:30:00;Sunday;At home;Southeast
Weekend;10:30:00;Sunday;At home;Southeast
Weekday;10:15:00;Monday;At home;Southeast
Weekday;10:15:00;Monday;At home;Southeast
Weekday;10:15:00;Monday;At home;Southeast
Weekday;10:00:00;Tuesday;At home;Southeast
Weekday;10:00:00;Tuesday;At home;Southeast
Weekday;10:00:00;Tuesday;At home;Southeast
Weekday;06:15:00;Wednesday;At home;Southeast
Weekday;06:15:00;Wednesday;At home;Southeast
Weekday;06:15:00;Wednesday;At home;Southeast
Weekday;06:15:00;Wednesday;At home;Southeast
Weekday;06:15:00;Wednesday;At home;Southeast
Weekday;06:15:00;Wednesday;At home;Southeast
Weekday;06:15:00;Wednesday;At home;Southeast
Weekend;08:30:00;Saturday;At home;Southeast
Weekend;08:30:00;Saturday;At home;Southeast
Weekend;08:30:00;Saturday;At home;Southeast
Weekend;08:30:00;Saturday;At home;Southeast
Weekend;08:30:00;Saturday;At home;Southeast
Weekend;08:30:00;Saturday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekend;07:00:00;Sunday;At home;Southeast
Weekend;07:00:00;Sunday;At home;Southeast
Weekend;07:00:00;Sunday;At home;Southeast
Weekend;07:00:00;Sunday;At home;Southeast
Weekday;07:00:00;Wednesday;At home;Southeast
Weekday;07:00:00;Wednesday;At home;Southeast
Weekday;07:00:00;Wednesday;At home;Southeast
Weekday;07:00:00;Wednesday;At home;Southeast
Weekday;07:00:00;Wednesday;At home;Southeast
Weekday;07:00:00;Wednesday;At home;Southeast
Weekday;07:00:00;Wednesday;At home;Southeast
Weekday;07:00:00;Wednesday;At home;Southeast
Weekday;05:15:00;Monday;At home;Southeast
Weekday;05:15:00;Monday;At home;Southeast
Weekday;05:15:00;Monday;At home;Southeast
Weekday;05:15:00;Monday;At home;Southeast
Weekend;05:00:00;Sunday;At home;Southeast
Weekend;05:00:00;Sunday;At home;Southeast
Weekend;05:00:00;Sunday;At home;Southeast
Weekend;05:00:00;Sunday;At home;Southeast
Weekday;04:30:00;Monday;At home;Southeast
Weekday;04:30:00;Monday;At home;Southeast
Weekday;04:30:00;Monday;At home;Southeast
Weekday;10:00:00;Thursday;At home;Southeast
Weekday;10:00:00;Thursday;At home;Southeast
Weekday;08:00:00;Thursday;Out of home;Southeast
Weekday;08:00:00;Thursday;Out of home;Southeast
Weekday;08:00:00;Thursday;Out of home;Southeast
Weekday;08:00:00;Thursday;Out of home;Southeast
Weekday;08:00:00;Thursday;Out of home;Southeast
Weekend;10:30:00;Sunday;At home;Southeast
Weekend;10:30:00;Sunday;At home;Southeast
Weekend;10:30:00;Sunday;At home;Southeast
Weekend;10:30:00;Sunday;At home;Southeast
Weekend;10:30:00;Sunday;At home;Southeast
Weekend;07:30:00;Saturday;At home;Southeast
Weekend;07:30:00;Saturday;At home;Southeast
Weekend;07:30:00;Saturday;At home;Southeast
Weekday;08:00:00;Friday;At home;Southeast
Weekday;08:00:00;Friday;At home;Southeast
Weekday;08:00:00;Friday;At home;Southeast
Weekday;08:00:00;Friday;At home;Southeast
Weekday;08:00:00;Friday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Thursday;At home;Southeast
Weekday;08:30:00;Thursday;At home;Southeast
Weekday;08:30:00;Thursday;At home;Southeast
Weekday;08:30:00;Thursday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekday;09:15:00;Monday;At home;Northwest
Weekday;09:15:00;Monday;At home;Northwest
Weekday;09:15:00;Monday;At home;Northwest
Weekend;11:10:00;Saturday;At home;Northwest
Weekend;11:10:00;Saturday;At home;Northwest
Weekend;11:10:00;Saturday;At home;Northwest
Weekend;11:10:00;Saturday;At home;Northwest
Weekday;09:15:00;Friday;At home;Northwest
Weekday;09:15:00;Friday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekend;11:15:00;Sunday;Out of home;Northwest
Weekend;11:15:00;Sunday;Out of home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekend;10:05:00;Saturday;At home;Northwest
Weekend;10:05:00;Saturday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;08:45:00;Monday;At home;Northwest
Weekday;08:45:00;Monday;At home;Northwest
Weekday;08:40:00;Wednesday;At home;Northwest
Weekday;08:40:00;Wednesday;At home;Northwest
Weekend;08:45:00;Sunday;At home;Northwest
Weekend;08:45:00;Sunday;At home;Northwest
Weekday;07:30:00;Thursday;At home;Northwest
Weekday;07:30:00;Thursday;At home;Northwest
Weekday;07:30:00;Thursday;At home;Northwest
Weekend;NA;Sunday;NA;Northwest
Weekday;07:45:00;Monday;At home;Northwest
Weekday;07:45:00;Monday;At home;Northwest
Weekday;07:45:00;Monday;At home;Northwest
Weekday;08:15:00;Friday;At home;Northwest
Weekday;08:15:00;Friday;At home;Northwest
Weekday;08:15:00;Friday;At home;Northwest
Weekday;08:15:00;Friday;At home;Northwest
Weekday;09:00:00;Thursday;At home;Northwest
Weekday;09:00:00;Thursday;At home;Northwest
Weekday;09:00:00;Thursday;At home;Northwest
Weekday;09:00:00;Thursday;At home;Northwest
Weekday;09:00:00;Thursday;At home;Northwest
Weekend;09:00:00;Saturday;At home;Northwest
Weekend;09:00:00;Saturday;At home;Northwest
Weekend;09:00:00;Saturday;At home;Northwest
Weekend;09:00:00;Saturday;At home;Northwest
Weekday;03:10:00;Tuesday;At home;Northwest
Weekday;03:10:00;Tuesday;At home;Northwest
Weekday;03:10:00;Tuesday;At home;Northwest
Weekday;03:10:00;Tuesday;At home;Northwest
Weekday;03:10:00;Tuesday;At home;Northwest
Weekday;03:30:00;Thursday;At home;Northwest
Weekday;03:30:00;Thursday;At home;Northwest
Weekday;03:30:00;Thursday;At home;Northwest
Weekday;03:30:00;Thursday;At home;Northwest
Weekend;NA;Saturday;NA;Northwest
Weekend;07:45:00;Sunday;At home;Northwest
Weekend;07:45:00;Sunday;At home;Northwest
Weekend;07:45:00;Sunday;At home;Northwest
Weekend;07:45:00;Sunday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekday;08:00:00;Friday;At home;Northwest
Weekday;08:00:00;Friday;At home;Northwest
Weekday;08:00:00;Friday;At home;Northwest
Weekday;08:00:00;Friday;At home;Northwest
Weekday;08:00:00;Friday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;08:45:00;Tuesday;At home;Northwest
Weekday;08:45:00;Tuesday;At home;Northwest
Weekday;NA;Monday;NA;Northwest
Weekend;10:15:00;Sunday;At home;Northwest
Weekend;10:15:00;Sunday;At home;Northwest
Weekend;NA;Sunday;NA;Northwest
Weekday;06:15:00;Friday;At home;Northwest
Weekday;06:15:00;Friday;At home;Northwest
Weekday;06:15:00;Friday;At home;Northwest
Weekday;06:15:00;Friday;At home;Northwest
Weekday;06:15:00;Friday;At home;Northwest
Weekday;06:15:00;Friday;At home;Northwest
Weekday;06:30:00;Friday;At home;Northwest
Weekday;06:30:00;Friday;At home;Northwest
Weekday;06:30:00;Friday;At home;Northwest
Weekday;06:30:00;Friday;At home;Northwest
Weekday;06:30:00;Friday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekday;08:10:00;Monday;At home;Northwest
Weekday;08:10:00;Monday;At home;Northwest
Weekday;08:10:00;Monday;At home;Northwest
Weekday;06:20:00;Wednesday;At home;Northwest
Weekday;06:20:00;Wednesday;At home;Northwest
Weekday;06:20:00;Wednesday;At home;Northwest
Weekday;06:25:00;Thursday;At home;Northwest
Weekday;06:25:00;Thursday;At home;Northwest
Weekday;06:25:00;Thursday;At home;Northwest
Weekday;06:25:00;Thursday;At home;Northwest
Weekday;06:25:00;Thursday;At home;Northwest
Weekday;06:30:00;Friday;At home;Northwest
Weekday;06:30:00;Friday;At home;Northwest
Weekday;06:30:00;Friday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;07:30:00;Monday;At home;Northwest
Weekday;07:30:00;Monday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;06:15:00;Wednesday;At home;Northwest
Weekday;06:15:00;Wednesday;At home;Northwest
Weekday;06:15:00;Wednesday;At home;Northwest
Weekday;06:15:00;Wednesday;At home;Northwest
Weekend;06:30:00;Sunday;At home;Northwest
Weekend;06:30:00;Sunday;At home;Northwest
Weekend;06:30:00;Sunday;At home;Northwest
Weekend;06:30:00;Sunday;At home;Northwest
Weekend;06:30:00;Sunday;At home;Northwest
Weekday;08:10:00;Tuesday;At home;West
Weekday;08:10:00;Tuesday;At home;West
Weekday;NA;Monday;NA;West
Weekend;NA;Sunday;NA;West
Weekday;08:00:00;Friday;At home;West
Weekday;08:00:00;Friday;At home;West
Weekday;08:00:00;Friday;At home;West
Weekday;08:00:00;Friday;At home;West
Weekday;08:00:00;Friday;At home;West
Weekday;08:00:00;Friday;At home;West
Weekday;08:00:00;Friday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekday;06:45:00;Thursday;At home;West
Weekday;06:45:00;Thursday;At home;West
Weekday;06:45:00;Thursday;At home;West
Weekday;06:45:00;Thursday;At home;West
Weekday;06:45:00;Thursday;At home;West
Weekday;06:45:00;Thursday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
